EBFFFBAL_00003	K07478
JFKODBBF_00559	K00018
JFKODBBF_00560	K01903
JFKODBBF_00561	K01902
JFKODBBF_00565	K04691
JFKODBBF_00567	K05366
JFKODBBF_00569	K13288
JFKODBBF_00570	K06013
JFKODBBF_00571	K01724
JFKODBBF_00575	K01681
JFKODBBF_00576	K01883
JFKODBBF_00578	K03768
JFKODBBF_00583	K00432
JFKODBBF_00584	K03426
JFKODBBF_00589	K07396
JFKODBBF_00590	K00335
JFKODBBF_00591	K00334
JFKODBBF_00592	K02863
JFKODBBF_00593	K02867
JFKODBBF_00594	K02601
JFKODBBF_00597	K02358
JFKODBBF_00599	K17103
JFKODBBF_00600	K01613
JFKODBBF_00601	K00053
JFKODBBF_00602	K01653
JFKODBBF_00604	K01756
JFKODBBF_00605	K03687
JFKODBBF_00606	K04043
JFKODBBF_00607	K03686
JFKODBBF_00609	K09747
JFKODBBF_00610	K06187
JFKODBBF_00611	K06178
JFKODBBF_00613	K01875
JFKODBBF_00614	K03590
JFKODBBF_00616	K08300
JFKODBBF_00617	K01104
JFKODBBF_00619	K03086
JFKODBBF_00624	K17758
JFKODBBF_00625	K01952
JFKODBBF_00631	K19416
JFKODBBF_00632	K07501
JFKODBBF_00636	K03316
JFKODBBF_00637	K16092
JFKODBBF_00638	K00324
JFKODBBF_00639	K00324
JFKODBBF_00640	K00325
JFKODBBF_00645	K01889
JFKODBBF_00649	K18979
JFKODBBF_00650	K06925
JFKODBBF_00651	K01448
JFKODBBF_00653	K11631
JFKODBBF_00655	K01653
JFKODBBF_00656	K00053
JFKODBBF_00658	K02003
JFKODBBF_00662	K09591
JFKODBBF_00664	K08692
JFKODBBF_00668	K03438
JFKODBBF_00669	K03925
JFKODBBF_00670	K01104
JFKODBBF_00673	K07799
JFKODBBF_00675	K08738
JFKODBBF_00676	K01687
JFKODBBF_00677	K13292
JFKODBBF_00678	K00344
JFKODBBF_00680	K01465
JFKODBBF_00681	K14742
JFKODBBF_00682	K03789
JFKODBBF_00685	K04066
JFKODBBF_00690	K01885
JFKODBBF_00694	K03574
JFKODBBF_00696	K03496
JFKODBBF_00700	K03431
JFKODBBF_00702	K03628
JFKODBBF_00703	K03671
JFKODBBF_00704	K03190
JFKODBBF_00707	K04751
JFKODBBF_00713	K06217
JFKODBBF_00715	K15453
JFKODBBF_00716	K05810
JFKODBBF_00720	K02956
JFKODBBF_00721	K00962
JFKODBBF_00727	K07126
JFKODBBF_00729	K09791
JFKODBBF_00731	K00942
JFKODBBF_00732	K03060
JFKODBBF_00734	K00620
JFKODBBF_00736	K16090
JFKODBBF_00738	K03089
JFKODBBF_00741	K01990
JFKODBBF_00742	K00133
JFKODBBF_00743	K00052
JFKODBBF_00745	K01873
JFKODBBF_00746	K02302
JFKODBBF_00748	K00104
JFKODBBF_00749	K11472
JFKODBBF_00750	K11473
JFKODBBF_00752	K02687
JFKODBBF_00756	K03814
JFKODBBF_00757	K06213
JFKODBBF_00758	K01586
JFKODBBF_00761	K00163
JFKODBBF_00763	K03592
JFKODBBF_00764	K09889
JFKODBBF_00765	K06999
JFKODBBF_00767	K03561
JFKODBBF_00772	K03499
JFKODBBF_00773	K01092
JFKODBBF_00775	K09761
JFKODBBF_00778	K01624
JFKODBBF_00779	K00873
JFKODBBF_00780	K00927
JFKODBBF_00781	K00134
JFKODBBF_00788	K07275
JFKODBBF_00792	K03040
JFKODBBF_00793	K02879
JFKODBBF_00794	K01881
JFKODBBF_00796	K03676
JFKODBBF_00797	K03071
JFKODBBF_00799	K00057
JFKODBBF_00800	K01012
JFKODBBF_00803	K15033
JFKODBBF_00806	K03594
JFKODBBF_00811	K04084
JFKODBBF_00813	K01142
JFKODBBF_00814	K08218
JFKODBBF_00819	K03596
JFKODBBF_00820	K03100
JFKODBBF_00822	K03685
JFKODBBF_00823	K03595
JFKODBBF_00824	K03584
JFKODBBF_00825	K03474
JFKODBBF_00826	K00997
JFKODBBF_00828	K00210
JFKODBBF_00834	K01866
JFKODBBF_00835	K04564
JFKODBBF_00837	K06194
JFKODBBF_00841	K01595
JFKODBBF_00844	K13634
JFKODBBF_00845	K07090
JFKODBBF_00848	K03098
JFKODBBF_00853	K00783
JFKODBBF_00854	K06287
JFKODBBF_00855	K08301
JFKODBBF_00857	K09810
JFKODBBF_00858	K09808
JFKODBBF_00859	K03711
JFKODBBF_00861	K00215
JFKODBBF_00864	K00548
JFKODBBF_00867	K03455
JFKODBBF_00868	K01919
JFKODBBF_00872	K02199
JFKODBBF_00873	K02198
JFKODBBF_00874	K02197
JFKODBBF_00879	K04760
JFKODBBF_00880	K03437
JFKODBBF_00881	K11991
JFKODBBF_00883	K01937
JFKODBBF_00884	K01689
JFKODBBF_00885	K05589
CLPDDJPE_00003	K02536
CLPDDJPE_00004	K02535
CLPDDJPE_00005	K02372
CLPDDJPE_00008	K00099
CLPDDJPE_00009	K11749
CLPDDJPE_00012	K22311
CLPDDJPE_00016	K00859
CLPDDJPE_00018	K11536
CLPDDJPE_00019	K00857
CLPDDJPE_00020	K00876
CLPDDJPE_00027	K15519
CLPDDJPE_00031	K02316
CLPDDJPE_00041	K00710
CLPDDJPE_00047	K01776
CLPDDJPE_00049	K03628
CLPDDJPE_00052	K02909
CLPDDJPE_00054	K02835
CLPDDJPE_00055	K02493
CLPDDJPE_00056	K17105
CLPDDJPE_00057	K02337
CLPDDJPE_00058	K07560
CLPDDJPE_00061	K01262
CLPDDJPE_00062	K00496
CLPDDJPE_00067	K01247
CLPDDJPE_00072	K01990
CLPDDJPE_00075	K01972
CLPDDJPE_00081	K01956
CLPDDJPE_00082	K01955
CLPDDJPE_00088	K00147
CLPDDJPE_00091	K01940
CLPDDJPE_00093	K02500
CLPDDJPE_00098	K00817
CLPDDJPE_00100	K00765
CLPDDJPE_00101	K03786
CLPDDJPE_00102	K01735
CLPDDJPE_00103	K00891
CLPDDJPE_00104	K01736
CLPDDJPE_00117	K05595
CLPDDJPE_00119	K09710
CLPDDJPE_00123	K21027
CLPDDJPE_00124	K04487
CLPDDJPE_00126	K00856
CLPDDJPE_00134	K18592
CLPDDJPE_00136	K00626
CLPDDJPE_00139	K06882
CLPDDJPE_00144	K00262
CLPDDJPE_00148	K01803
CLPDDJPE_00152	K06665
CLPDDJPE_00153	K07025
CLPDDJPE_00155	K17759
CLPDDJPE_00158	K00790
CLPDDJPE_00160	K03498
CLPDDJPE_00176	K01697
CLPDDJPE_00179	K13993
CLPDDJPE_00185	K03664
CLPDDJPE_00186	K01866
CLPDDJPE_00196	K01180
CLPDDJPE_00219	K03216
CLPDDJPE_00221	K04718
CLPDDJPE_00222	K00981
CLPDDJPE_00227	K07003
CLPDDJPE_00236	K02946
CLPDDJPE_00237	K02906
CLPDDJPE_00238	K02926
CLPDDJPE_00240	K02886
CLPDDJPE_00241	K02965
CLPDDJPE_00244	K02878
CLPDDJPE_00246	K02961
CLPDDJPE_00247	K02874
CLPDDJPE_00248	K02895
CLPDDJPE_00249	K02931
CLPDDJPE_00250	K02954
CLPDDJPE_00252	K02933
CLPDDJPE_00257	K03076
CLPDDJPE_00258	K01265
CLPDDJPE_00260	K02948
CLPDDJPE_00261	K02986
CLPDDJPE_00266	K01468
CLPDDJPE_00277	K01358
CLPDDJPE_00283	K03698
CLPDDJPE_00286	K04758
CLPDDJPE_00289	K07082
CLPDDJPE_00297	K19710
CLPDDJPE_00306	K05800
CLPDDJPE_00308	K00457
CLPDDJPE_00325	K13252
CLPDDJPE_00328	K03092
CLPDDJPE_00329	K06861
CLPDDJPE_00331	K03270
CLPDDJPE_00332	K01937
CLPDDJPE_00336	K02003
CLPDDJPE_00339	K00970
CLPDDJPE_00345	K03655
CLPDDJPE_00347	K01873
CLPDDJPE_00359	K03215
CLPDDJPE_00361	K00128
CLPDDJPE_00362	K01619
CLPDDJPE_00366	K02528
CLPDDJPE_00383	K03321
CLPDDJPE_00395	K19302
CLPDDJPE_00398	K06942
CLPDDJPE_00402	K00748
CLPDDJPE_00404	K00912
CLPDDJPE_00414	K00239
CLPDDJPE_00422	K01953
CLPDDJPE_00424	K01667
CLPDDJPE_00434	K05844
CLPDDJPE_00441	K00827
CLPDDJPE_00442	K00207
CLPDDJPE_00443	K01431
CLPDDJPE_00444	K01464
CLPDDJPE_00445	K14611
CLPDDJPE_00451	K03381
CLPDDJPE_00457	K01808
CLPDDJPE_00459	K01783
CLPDDJPE_00462	K00059
CLPDDJPE_00468	K06966
CLPDDJPE_00494	K00370
CLPDDJPE_00500	K07322
CLPDDJPE_00507	K20967
CLPDDJPE_00508	K03637
CLPDDJPE_00510	K03750
CLPDDJPE_00520	K03386
CLPDDJPE_00521	K16203
CLPDDJPE_00525	K01802
CLPDDJPE_00530	K08591
CLPDDJPE_00534	K09697
CLPDDJPE_00536	K03074
CLPDDJPE_00538	K00639
CLPDDJPE_00540	K00060
CLPDDJPE_00549	K02109
CLPDDJPE_00551	K02111
CLPDDJPE_00552	K02115
CLPDDJPE_00553	K02112
CLPDDJPE_00554	K02114
CLPDDJPE_00555	K01876
CLPDDJPE_00558	K03424
CLPDDJPE_00561	K15013
CLPDDJPE_00562	K00057
CLPDDJPE_00575	K00600
CLPDDJPE_00584	K00969
CLPDDJPE_00587	K09811
CLPDDJPE_00590	K02237
CLPDDJPE_00597	K03979
CLPDDJPE_00598	K04096
CLPDDJPE_00601	K01885
CLPDDJPE_00602	K01886
CLPDDJPE_00611	K01092
CLPDDJPE_00615	K02897
CLPDDJPE_00618	K00919
CLPDDJPE_00619	K01770
CLPDDJPE_00620	K00991
CLPDDJPE_00621	K07568
CLPDDJPE_00622	K03551
CLPDDJPE_00637	K12310
CLPDDJPE_00641	K21749
CLPDDJPE_00642	K05304
CLPDDJPE_00646	K01446
CLPDDJPE_00655	K06373
CLPDDJPE_00656	K06374
CLPDDJPE_00658	K01297
CLPDDJPE_00659	K13867
CLPDDJPE_00663	K08303
CLPDDJPE_00664	K09001
CLPDDJPE_00666	K01207
CLPDDJPE_00673	K10532
CLPDDJPE_00676	K01488
CLPDDJPE_00677	K01897
CLPDDJPE_00678	K01996
CLPDDJPE_00681	K01998
CLPDDJPE_00683	K01724
CLPDDJPE_00692	K03088
CLPDDJPE_00697	K08976
CLPDDJPE_00698	K02257
CLPDDJPE_00700	K02259
CLPDDJPE_00705	K02636
CLPDDJPE_00722	K13771
CLPDDJPE_00723	K02275
CLPDDJPE_00732	K01739
CLPDDJPE_00733	K03070
CLPDDJPE_00734	K03625
CLPDDJPE_00735	K00263
CLPDDJPE_00736	K00248
CLPDDJPE_00737	K00626
CLPDDJPE_00747	K11991
CLPDDJPE_00752	K01491
CLPDDJPE_00756	K01889
CLPDDJPE_00757	K02887
CLPDDJPE_00758	K02916
CLPDDJPE_00759	K02520
CLPDDJPE_00760	K01868
CLPDDJPE_00764	K07056
CLPDDJPE_00765	K03918
CLPDDJPE_00766	K14085
CLPDDJPE_00773	K00325
CLPDDJPE_00777	K08352
CLPDDJPE_00791	K09691
CLPDDJPE_00796	K08678
CLPDDJPE_00800	K00958
CLPDDJPE_00803	K01104
CLPDDJPE_00810	K06168
CLPDDJPE_00814	K01681
CLPDDJPE_00816	K06287
CLPDDJPE_00820	K03438
CLPDDJPE_00822	K08384
CLPDDJPE_00823	K01928
CLPDDJPE_00824	K01929
CLPDDJPE_00825	K01000
CLPDDJPE_00826	K01925
CLPDDJPE_00828	K02563
CLPDDJPE_00829	K01924
CLPDDJPE_00830	K00075
CLPDDJPE_00833	K03531
CLPDDJPE_00834	K02902
CLPDDJPE_00837	K00294
CLPDDJPE_00840	K20790
CLPDDJPE_00845	K03621
CLPDDJPE_00846	K00648
CLPDDJPE_00847	K00645
CLPDDJPE_00848	K00059
CLPDDJPE_00849	K02078
CLPDDJPE_00850	K09458
CLPDDJPE_00851	K11592
CLPDDJPE_00853	K15916
CLPDDJPE_00856	K07106
CLPDDJPE_00857	K02687
CLPDDJPE_00862	K01251
CLPDDJPE_00864	K13013
CLPDDJPE_00867	K02652
CLPDDJPE_00868	K02654
CLPDDJPE_00874	K07390
CLPDDJPE_00884	K06147
CLPDDJPE_00885	K01079
CLPDDJPE_00887	K08780
CLPDDJPE_00895	K10773
CLPDDJPE_00903	K07305
CLPDDJPE_00912	K01880
CLPDDJPE_00915	K01892
CLPDDJPE_00918	K02341
CLPDDJPE_00919	K01874
CLPDDJPE_00920	K01687
CLPDDJPE_00921	K01652
CLPDDJPE_00923	K00053
CLPDDJPE_00924	K00052
CLPDDJPE_00925	K01649
CLPDDJPE_00928	K01649
CLPDDJPE_00929	K00826
CLPDDJPE_00932	K01495
CLPDDJPE_00933	K00382
CLPDDJPE_00934	K03801
CLPDDJPE_00935	K11381
CLPDDJPE_00936	K00658
CLPDDJPE_00939	K01338
CLPDDJPE_00964	K01907
CLPDDJPE_00968	K00949
CLPDDJPE_00969	K07003
CLPDDJPE_00980	K07107
CLPDDJPE_00981	K01962
CLPDDJPE_00982	K02851
CLPDDJPE_00984	K00721
CLPDDJPE_00985	K00789
CLPDDJPE_00994	K03596
CLPDDJPE_00995	K18003
CLPDDJPE_01001	K01512
CLPDDJPE_01002	K06966
CLPDDJPE_01006	K03702
CLPDDJPE_01007	K14441
CLPDDJPE_01011	K14066
CLPDDJPE_01012	K03118
CLPDDJPE_01014	K10914
CLPDDJPE_01018	K00088
CLPDDJPE_01020	K02342
CLPDDJPE_01023	K03308
CLPDDJPE_01025	K09022
CLPDDJPE_01026	K06934
CLPDDJPE_01027	K01872
CLPDDJPE_01036	K01515
CLPDDJPE_01037	K18979
CLPDDJPE_01043	K00024
CLPDDJPE_01044	K02899
CLPDDJPE_01046	K08301
CLPDDJPE_01048	K12524
CLPDDJPE_01049	K00133
CLPDDJPE_01050	K00872
CLPDDJPE_01051	K01733
CLPDDJPE_01052	K01739
CLPDDJPE_01055	K21552
CLPDDJPE_01056	K01092
CLPDDJPE_01060	K01810
CLPDDJPE_01063	K00252
CLPDDJPE_01071	K03524
CLPDDJPE_01088	K01768
CLPDDJPE_01091	K01493
CLPDDJPE_01093	K01766
CLPDDJPE_01097	K09013
CLPDDJPE_01098	K09014
CLPDDJPE_01099	K22063
CLPDDJPE_01102	K01008
CLPDDJPE_01103	K21866
CLPDDJPE_01104	K00174
CLPDDJPE_01105	K00175
CLPDDJPE_01106	K01679
CLPDDJPE_01107	K05366
CLPDDJPE_01108	K00758
CLPDDJPE_01109	K11720
CLPDDJPE_01110	K04079
CLPDDJPE_01113	K06013
CLPDDJPE_01121	K00962
CLPDDJPE_01124	K03177
CLPDDJPE_01136	K01939
CLPDDJPE_01138	K01062
CLPDDJPE_01141	K01915
CLPDDJPE_01143	K03320
CLPDDJPE_01145	K03719
CLPDDJPE_01162	K06213
CLPDDJPE_01164	K03437
CLPDDJPE_01166	K01881
CLPDDJPE_01170	K01224
CLPDDJPE_01193	K01256
CLPDDJPE_01201	K06996
CLPDDJPE_01213	K02838
CLPDDJPE_01214	K09903
CLPDDJPE_01215	K02357
CLPDDJPE_01216	K02967
CLPDDJPE_01217	K02996
CLPDDJPE_01218	K02871
CLPDDJPE_01219	K01465
CLPDDJPE_01220	K00609
CLPDDJPE_01221	K02825
CLPDDJPE_01223	K08734
CLPDDJPE_01230	K02437
CLPDDJPE_01231	K01961
CLPDDJPE_01232	K02160
CLPDDJPE_01233	K02356
CLPDDJPE_01236	K03924
CLPDDJPE_01240	K04043
CLPDDJPE_01241	K03696
CLPDDJPE_01245	K04567
CLPDDJPE_01246	K02836
CLPDDJPE_01247	K18672
CLPDDJPE_01248	K00796
CLPDDJPE_01249	K08955
CLPDDJPE_01251	K04075
CLPDDJPE_01253	K01069
CLPDDJPE_01263	K06200
CLPDDJPE_01264	K01662
CLPDDJPE_01266	K06215
CLPDDJPE_01272	K03734
CLPDDJPE_01274	K00350
CLPDDJPE_01279	K00343
CLPDDJPE_01280	K05575
CLPDDJPE_01281	K05577
CLPDDJPE_01285	K05572
CLPDDJPE_01286	K05579
CLPDDJPE_01287	K05581
CLPDDJPE_01291	K06929
CLPDDJPE_01292	K00858
CLPDDJPE_01296	K08307
CLPDDJPE_01298	K13509
CLPDDJPE_01299	K01875
CLPDDJPE_01303	K01021
CLPDDJPE_01311	K01710
CLPDDJPE_01312	K01790
CLPDDJPE_01315	K01409
CLPDDJPE_01317	K02945
CLPDDJPE_01318	K00945
CLPDDJPE_01320	K06024
CLPDDJPE_01321	K05896
CLPDDJPE_01331	K01921
CLPDDJPE_01337	K01488
CLPDDJPE_01338	K01761
CLPDDJPE_01351	K22116
CLPDDJPE_01352	K01932
CLPDDJPE_01355	K02653
CLPDDJPE_01356	K02652
CLPDDJPE_01386	K09798
CLPDDJPE_01391	K00683
CLPDDJPE_01393	K02428
CLPDDJPE_01403	K14388
CLPDDJPE_01426	K00852
CLPDDJPE_01429	K22390
CLPDDJPE_01434	K09155
CLPDDJPE_01439	K07141
CLPDDJPE_01455	K16089
CLPDDJPE_01468	K01703
CLPDDJPE_01482	K05799
CLPDDJPE_01512	K01817
CLPDDJPE_01513	K01609
CLPDDJPE_01514	K00766
CLPDDJPE_01515	K01658
CLPDDJPE_01516	K01657
CLPDDJPE_01518	K18707
CLPDDJPE_01521	K00281
CLPDDJPE_01524	K07462
CLPDDJPE_01528	K04765
CLPDDJPE_01537	K07478
CLPDDJPE_01538	K14826
CLPDDJPE_01544	K07175
CLPDDJPE_01545	K13236
GADGMHDB_00002	K02454
GADGMHDB_00032	K00571
GADGMHDB_00064	K01885
GADGMHDB_00073	K11418
GADGMHDB_00076	K01710
GADGMHDB_00077	K01790
GADGMHDB_00083	K13993
GADGMHDB_00089	K03778
GADGMHDB_00093	K03797
GADGMHDB_00108	K06187
GADGMHDB_00109	K02314
GADGMHDB_00110	K01159
GADGMHDB_00111	K18189
GADGMHDB_00114	K03570
GADGMHDB_00123	K06384
GADGMHDB_00139	K01880
GADGMHDB_00149	K13280
GADGMHDB_00152	K02114
GADGMHDB_00153	K02112
GADGMHDB_00161	K02563
GADGMHDB_00174	K00170
GADGMHDB_00184	K21636
GADGMHDB_00187	K06990
GADGMHDB_00193	K12556
GADGMHDB_00196	K03925
GADGMHDB_00201	K03526
GADGMHDB_00209	K03588
GADGMHDB_00210	K00554
GADGMHDB_00222	K01358
GADGMHDB_00223	K03545
GADGMHDB_00225	K02600
GADGMHDB_00229	K03497
GADGMHDB_00230	K03496
GADGMHDB_00233	K02864
GADGMHDB_00258	K02433
GADGMHDB_00260	K01972
GADGMHDB_00267	K00566
GADGMHDB_00275	K18682
GADGMHDB_00279	K00965
GADGMHDB_00287	K03111
GADGMHDB_00289	K02356
GADGMHDB_00291	K02238
GADGMHDB_00297	K03466
GADGMHDB_00302	K02343
GADGMHDB_00312	K01174
GADGMHDB_00318	K00820
GADGMHDB_00321	K09903
GADGMHDB_00332	K03671
GADGMHDB_00334	K13787
GADGMHDB_00336	K07462
GADGMHDB_00344	K02337
GADGMHDB_00346	K03282
GADGMHDB_00362	K10857
GADGMHDB_00372	K16918
GADGMHDB_00397	K06409
GADGMHDB_00410	K02518
GADGMHDB_00415	K01662
GADGMHDB_00420	K10598
GADGMHDB_00424	K01178
GADGMHDB_00440	K01246
GADGMHDB_00448	K00782
GADGMHDB_00465	K07033
GADGMHDB_00466	K09013
GADGMHDB_00468	K09811
GADGMHDB_00469	K09812
GADGMHDB_00482	K03857
GADGMHDB_00495	K13292
GADGMHDB_00496	K01409
GADGMHDB_00526	K03569
GADGMHDB_00537	K14191
GADGMHDB_00541	K03657
GADGMHDB_00551	K00783
GADGMHDB_00557	K01056
GADGMHDB_00561	K03553
GADGMHDB_00576	K05350
GADGMHDB_00582	K15916
GADGMHDB_00583	K12574
GADGMHDB_00593	K00962
GADGMHDB_00598	K07391
GADGMHDB_00611	K03590
GADGMHDB_00612	K03531
GADGMHDB_00613	K02950
GADGMHDB_00615	K02355
GADGMHDB_00617	K02358
GADGMHDB_00621	K02335
GADGMHDB_00636	K07282
GADGMHDB_00642	K03625
GADGMHDB_00644	K03529
GADGMHDB_00649	K03074
GADGMHDB_00664	K02003
GADGMHDB_00673	K07258
GADGMHDB_00680	K00134
GADGMHDB_00685	K01990
GADGMHDB_00686	K09690
GADGMHDB_00695	K01251
GADGMHDB_00696	K00856
GADGMHDB_00699	K04487
GADGMHDB_00702	K11594
GADGMHDB_00706	K02824
GADGMHDB_00707	K07566
GADGMHDB_00736	K00600
GADGMHDB_00741	K06346
GADGMHDB_00746	K03046
GADGMHDB_00747	K03043
GADGMHDB_00753	K02876
GADGMHDB_00757	K02954
GADGMHDB_00769	K02892
GADGMHDB_00773	K02888
GADGMHDB_00789	K03424
GADGMHDB_00793	K03654
GADGMHDB_00794	K03070
GADGMHDB_00802	K02601
GADGMHDB_00828	K02469
GADGMHDB_00835	K00088
GADGMHDB_00836	K01951
GADGMHDB_00840	K02884
GADGMHDB_00896	K02504
GADGMHDB_00897	K02455
GADGMHDB_00901	K01892
GADGMHDB_00910	K04075
GADGMHDB_00911	K03798
GADGMHDB_00934	K11936
GADGMHDB_00940	K00690
GADGMHDB_00941	K03892
GADGMHDB_00945	K01990
GADGMHDB_00958	K08303
GADGMHDB_00965	K01924
GADGMHDB_00971	K03648
GADGMHDB_00979	K01126
FPNAIHIG_00010	K01520
FPNAIHIG_00046	K13923
FPNAIHIG_00047	K11927
FPNAIHIG_00059	K07463
FPNAIHIG_00064	K12345
FPNAIHIG_00089	K02946
FPNAIHIG_00098	K14716
FPNAIHIG_00113	K03271
FPNAIHIG_00128	K00784
FPNAIHIG_00133	K03124
FPNAIHIG_00144	K00940
FPNAIHIG_00149	K03110
FPNAIHIG_00161	K10872
FPNAIHIG_00166	K07466
FPNAIHIG_00215	K03924
FPNAIHIG_00262	K03671
FPNAIHIG_00271	K04487
FPNAIHIG_00302	K03429
FPNAIHIG_00311	K01867
FPNAIHIG_00367	K00571
FPNAIHIG_00371	K03601
FPNAIHIG_00396	K07171
FPNAIHIG_00408	K08482
FPNAIHIG_00411	K07333
FPNAIHIG_00412	K07332
FPNAIHIG_00424	K09716
FPNAIHIG_00453	K07332
FPNAIHIG_00468	K00384
FPNAIHIG_00519	K02503
FPNAIHIG_00549	K14163
FPNAIHIG_00554	K02434
FPNAIHIG_00565	K09759
FPNAIHIG_00571	K02433
FPNAIHIG_00575	K15450
FPNAIHIG_00580	K03236
FPNAIHIG_00588	K03120
FPNAIHIG_00604	K01874
FPNAIHIG_00609	K06878
FPNAIHIG_00622	K11936
FPNAIHIG_00639	K10773
FPNAIHIG_00644	K03057
FPNAIHIG_00647	K13525
FPNAIHIG_00654	K22901
FPNAIHIG_00655	K00759
FPNAIHIG_00675	K04801
FPNAIHIG_00679	K01784
FPNAIHIG_00704	K01890
FPNAIHIG_00706	K01889
FPNAIHIG_00707	K01626
FPNAIHIG_00717	K07158
FPNAIHIG_00719	K03049
FPNAIHIG_00722	K14647
FPNAIHIG_00736	K07059
FPNAIHIG_00765	K06942
FPNAIHIG_00766	K01006
FPNAIHIG_00767	K00939
FPNAIHIG_00775	K01409
FPNAIHIG_00777	K02979
FPNAIHIG_00784	K02213
FPNAIHIG_00790	K03724
FPNAIHIG_00854	K02003
FPNAIHIG_00866	K03074
FPNAIHIG_00867	K03072
FPNAIHIG_00874	K00812
FPNAIHIG_00899	K03680
FPNAIHIG_00909	K02982
FPNAIHIG_00916	K02954
FPNAIHIG_00919	K02898
FPNAIHIG_00941	K15856
FPNAIHIG_00942	K07031
FPNAIHIG_00960	K15449
FPNAIHIG_00967	K03531
FPNAIHIG_00972	K02870
FPNAIHIG_01008	K04802
FPNAIHIG_01017	K03552
FPNAIHIG_01019	K04567
FPNAIHIG_01020	K01512
FPNAIHIG_01022	K16317
FPNAIHIG_01034	K01601
FPNAIHIG_01052	K12589
FPNAIHIG_01054	K03679
FPNAIHIG_01056	K14574
EGJPDJIN_00014	K21011
EGJPDJIN_00020	K07332
EGJPDJIN_00028	K00147
EGJPDJIN_00036	K03163
EGJPDJIN_00044	K01304
EGJPDJIN_00049	K11325
EGJPDJIN_00053	K00943
EGJPDJIN_00055	K00090
EGJPDJIN_00058	K21147
EGJPDJIN_00072	K20608
EGJPDJIN_00075	K03236
EGJPDJIN_00091	K13571
EGJPDJIN_00112	K01061
EGJPDJIN_00121	K08092
EGJPDJIN_00122	K00600
EGJPDJIN_00143	K17870
EGJPDJIN_00148	K01439
EGJPDJIN_00149	K10747
EGJPDJIN_00161	K09721
EGJPDJIN_00164	K00869
EGJPDJIN_00165	K06990
EGJPDJIN_00166	K02967
EGJPDJIN_00167	K03007
EGJPDJIN_00169	K02823
EGJPDJIN_00170	K17828
EGJPDJIN_00171	K14564
EGJPDJIN_00173	K14563
EGJPDJIN_00176	K00567
EGJPDJIN_00183	K00174
EGJPDJIN_00184	K00175
EGJPDJIN_00192	K03709
EGJPDJIN_00196	K01042
EGJPDJIN_00202	K10778
EGJPDJIN_00204	K00053
EGJPDJIN_00209	K06982
EGJPDJIN_00212	K06147
EGJPDJIN_00213	K06147
EGJPDJIN_00216	K02996
EGJPDJIN_00217	K02872
EGJPDJIN_00227	K15829
EGJPDJIN_00228	K15832
EGJPDJIN_00232	K03719
EGJPDJIN_00245	K19664
EGJPDJIN_00257	K01756
EGJPDJIN_00260	K03924
EGJPDJIN_00266	K00088
EGJPDJIN_00276	K00927
EGJPDJIN_00281	K03564
EGJPDJIN_00282	K06888
EGJPDJIN_00284	K03564
EGJPDJIN_00285	K17883
EGJPDJIN_00291	K10844
EGJPDJIN_00306	K14430
EGJPDJIN_00315	K07254
EGJPDJIN_00316	K03136
EGJPDJIN_00317	K06950
EGJPDJIN_00319	K07079
EGJPDJIN_00330	K00172
EGJPDJIN_00332	K00845
EGJPDJIN_00335	K01520
EGJPDJIN_00344	K00059
EGJPDJIN_00345	K03800
EGJPDJIN_00350	K01990
EGJPDJIN_00352	K03518
EGJPDJIN_00364	K01750
EGJPDJIN_00365	K06944
EGJPDJIN_00374	K01779
EGJPDJIN_00375	K01439
EGJPDJIN_00381	K00872
EGJPDJIN_00382	K01733
EGJPDJIN_00405	K01061
EGJPDJIN_00406	K15904
EGJPDJIN_00407	K08851
EGJPDJIN_00408	K02428
EGJPDJIN_00409	K06223
EGJPDJIN_00412	K07463
EGJPDJIN_00417	K07089
EGJPDJIN_00418	K02984
EGJPDJIN_00424	K03431
EGJPDJIN_00425	K04042
EGJPDJIN_00429	K06942
EGJPDJIN_00431	K02877
EGJPDJIN_00433	K01537
EGJPDJIN_00437	K00958
EGJPDJIN_00438	K03769
EGJPDJIN_00447	K02434
EGJPDJIN_00456	K00809
EGJPDJIN_00463	K03738
EGJPDJIN_00469	K03540
EGJPDJIN_00470	K20215
EGJPDJIN_00471	K14656
EGJPDJIN_00472	K07732
EGJPDJIN_00473	K14415
EGJPDJIN_00481	K00188
EGJPDJIN_00483	K01591
EGJPDJIN_00486	K03013
EGJPDJIN_00489	K01999
EGJPDJIN_00494	K01689
EGJPDJIN_00496	K00384
EGJPDJIN_00500	K01940
EGJPDJIN_00510	K09122
EGJPDJIN_00511	K09141
EGJPDJIN_00514	K03724
EGJPDJIN_00520	K17830
EGJPDJIN_00523	K07101
EGJPDJIN_00526	K00952
EGJPDJIN_00528	K01974
EGJPDJIN_00531	K03433
EGJPDJIN_00538	K01515
EGJPDJIN_00541	K22390
EGJPDJIN_00547	K01466
EGJPDJIN_00550	K04069
EGJPDJIN_00552	K01507
EGJPDJIN_00553	K04653
EGJPDJIN_00554	K08161
EGJPDJIN_00555	K01474
EGJPDJIN_00556	K01473
EGJPDJIN_00566	K00174
EGJPDJIN_00569	K18258
EGJPDJIN_00571	K07041
EGJPDJIN_00572	K03433
EGJPDJIN_00573	K00096
EGJPDJIN_00574	K13525
